d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,1,,6,,,,,,AJ,71.0,,Matthews,,AJ Matthews,,,,4.96,5.11,,0.52,0.51,0.0,0.0,0.0,1.0,185.0,
1,10,,16,,,,,1977-06-10,Hiroyuki,66.0,,Takaya,,Hiroyuki Takaya,Streetfight Bancho,,,3.16,3.18,Orthodox,0.33,0.6,0.0,0.45,0.9,0.66,139.0,
0,6,,8,,,,,,Fabio,65.0,,Mello,,Fabio Mello,,,,3.94,0.86,Southpaw,0.35,0.5,0.0,0.0,0.0,0.0,155.0,
0,1,,5,,,,,1995-11-15,Nadia,65.0,,Kassem,,Nadia Kassem,187,,66.0,2.92,2.52,Southpaw,0.5,0.37,4.0,0.0,0.0,0.4,125.0,
0,1,,8,,,,,1996-01-16,Luigi,68.0,,Vendramini,,Luigi Vendramini,The Italian Stallion,,,2.37,0.63,Orthodox,0.23,0.53,2.4,0.0,0.0,0.0,170.0,
0,3,,2,,,,,,Jordan,,,Dowdy,,Jordan Dowdy,,,,2.63,2.11,,0.44,0.5,0.0,0.0,0.0,0.0,170.0,
1,16,2.0,26,,,,,1969-07-14,Kazushi,72.0,,Sakuraba,,Kazushi Sakuraba,The Gracie Hunter,,,2.03,1.26,Southpaw,0.41,0.51,1.7,0.31,1.26,0.48,185.0,
0,4,,17,,,,,1981-08-02,Aleksander,78.0,,Emelianenko,,Aleksander Emelianenko,,,,1.7,2.75,Orthodox,0.41,0.65,0.9,0.72,2.32,0.66,255.0,
1,7,,13,,,,,,Ryan,68.0,,Quinn,,Ryan Quinn,,,,1.67,2.31,,0.41,0.48,1.9,0.0,0.0,0.0,145.0,
1,4,,13,,,,,1977-10-02,Takayo,64.0,,Hashi,,Takayo Hashi,,,,6.56,2.84,Orthodox,0.26,0.61,0.0,0.0,0.0,0.0,135.0,
0,0,,14,,,,,1994-07-16,Manny,70.0,,Bermudez,,Manny Bermudez,The Bermudez Triangle,,71.0,2.57,1.88,Orthodox,0.51,0.58,7.7,0.33,2.57,0.0,135.0,
0,0,,20,,,,,1984-05-02,Aleksei,68.0,,Kunchenko,,Aleksei Kunchenko,,,70.0,2.2,3.87,Orthodox,0.41,0.71,0.0,0.5,0.5,1.0,170.0,
0,2,,15,,,,,1994-03-02,Joel,75.0,,Alvarez,,Joel Alvarez,El Fenomeno,,77.0,4.27,2.53,Orthodox,0.29,0.57,0.0,0.0,0.0,0.0,155.0,
1,1,,11,,,,,1990-01-24,Oskar,72.0,,Piechota,,Oskar Piechota,Imadlo,,76.0,2.83,3.58,Southpaw,0.57,0.58,2.8,0.5,1.12,0.25,185.0,
0,3,,2,,,,,1990-11-30,Ivan,69.0,,Cole,,Ivan Cole,JP,,,4.69,2.68,,0.36,0.46,0.0,0.0,0.0,0.0,135.0,
0,4,,17,,,,,1985-11-09,Marcin,75.0,,Tybura,,Marcin Tybura,Tybur,,78.0,2.99,3.6,Orthodox,0.52,0.52,0.1,0.61,1.61,0.79,249.0,
1,4,,5,,,,,1983-09-03,Thomas,73.0,,Diagne,,Thomas Diagne,,,,4.53,4.53,,0.48,0.63,0.0,1.0,2.0,0.66,154.0,
0,4,,13,,,,,1993-07-31,Shane,68.0,,Young,,Shane Young,Sugar,,72.0,5.09,6.1,Orthodox,0.4,0.57,0.0,0.25,0.76,0.64,145.0,
0,3,,1,,,,,1983-10-18,Greg,73.0,,Nagy,,Greg Nagy,,,,2.69,0.41,Orthodox,0.5,0.37,1.2,0.0,0.0,0.0,210.0,
0,2,,2,,,,,1992-07-09,John,68.0,,Donaldson,,John Donaldson,J.T.,,,4.22,1.21,,0.23,0.51,0.0,0.0,0.0,0.0,145.0,
0,1,,4,,,,,,Roberta,68.0,,Rovel,,Roberta Rovel,Crusher,,,3.0,0.87,,0.46,0.26,0.0,0.0,0.0,1.0,145.0,
0,1,,7,,,,,1982-04-16,Gina,68.0,,Carano,,Gina Carano,Conviction,,,2.66,4.5,Orthodox,0.47,0.64,1.6,0.66,1.24,0.85,145.0,
1,17,,23,,,,,1976-07-03,Brendan,72.0,,Seguin,,Brendan Seguin,,,,0.6,2.6,,0.45,0.84,0.0,0.62,5.0,1.0,185.0,
0,2,,7,,,,,1993-08-13,Joe,71.0,,Gigliotti,,Joe Gigliotti,Capo,,69.0,2.92,1.04,Orthodox,0.39,0.45,0.8,1.0,1.56,0.5,185.0,
0,5,,13,,,,,1986-11-21,Dan,72.0,,Moret,,Dan Moret,The Hitman,,73.0,3.81,2.95,Southpaw,0.42,0.45,0.0,0.11,0.71,0.2,155.0,
0,2,,2,,,,,,Akihito,,,Tanaka,,Akihito Tanaka,Kinniku Mantaro,,,2.05,0.19,Southpaw,0.5,0.38,0.0,0.66,5.59,0.0,,
2,2,,8,,,,,1989-10-18,Ji,67.0,,Yeon Kim,,Ji Yeon Kim,Firefist,,72.0,4.78,3.9,Orthodox,0.31,0.57,0.0,0.0,0.0,0.33,125.0,
0,3,,2,,,,,,Brady,72.0,,Fink,,Brady Fink,,,,1.69,1.69,Orthodox,0.41,0.61,3.6,0.25,3.63,0.0,183.0,
0,8,,23,,,,,1989-12-19,Jack,72.0,,Marshman,,Jack Marshman,The Hammer,,73.0,3.4,2.69,Orthodox,0.28,0.58,0.0,0.0,0.0,0.22,185.0,
0,1,,8,,,,,1987-08-04,Jonathan,75.0,,Meunier,,Jonathan Meunier,The French Spider,,75.0,1.43,3.47,Switch,0.5,0.69,0.0,0.33,0.58,0.58,170.0,
0,2,,2,,,,,,Sam,,,Watford,,Sam Watford,,,,0.73,0.13,,0.18,0.62,1.0,0.4,2.0,0.6,155.0,
0,3,,10,,,,,1987-05-12,Austin,68.0,,Springer,,Austin Springer,,,71.0,2.68,3.46,Orthodox,0.63,0.41,1.1,0.44,4.24,1.0,145.0,
0,3,1.0,8,,,,,1987-07-03,Adam,75.0,,Milstead,,Adam Milstead,The Prototype,,76.0,4.79,3.85,Orthodox,0.46,0.43,0.0,0.0,0.0,0.64,205.0,
0,2,,11,,,,,1991-08-06,Dan,67.0,,Ige,,Dan Ige,Dynamite,,71.0,3.36,3.96,Orthodox,0.46,0.59,1.3,0.35,3.3,0.6,145.0,
1,7,1.0,5,,,,,,Isaiah,70.0,,Hill,,Isaiah Hill,,,,0.97,4.84,,0.5,0.8,14.5,0.0,0.0,0.66,155.0,
1,9,1.0,25,,,,,1976-05-11,Melvin,69.0,,Manhoef,,Melvin Manhoef,Marvelous,,,2.64,3.52,Orthodox,0.48,0.51,0.0,0.25,0.33,0.78,185.0,
0,5,,11,,,,,1978-05-09,Antwain,73.0,,Britt,,Antwain Britt,The Juggernaut,,77.0,2.81,1.46,,0.39,0.44,0.0,0.4,1.56,0.5,205.0,
0,2,,8,,,,,1987-07-19,Justin,73.0,,Willis,,Justin Willis,Big Pretty,,78.0,2.57,3.37,Southpaw,0.59,0.57,0.0,0.66,0.96,0.36,264.0,
0,6,,14,,,,,1978-11-07,Joachim,75.0,,Christensen,,Joachim Christensen,,,76.0,3.29,3.78,Orthodox,0.41,0.46,0.0,0.0,0.0,0.0,205.0,
0,6,,14,,,,,1986-07-22,Junior,69.0,,Hernandez,,Junior Hernandez,Hot Handed,,69.0,5.51,2.72,Orthodox,0.28,0.64,0.0,0.0,0.0,0.0,135.0,
0,6,,10,,,,,1980-03-30,Bojan,71.0,,Mihajlovic,,Bojan Mihajlovic,,,73.0,5.95,1.23,Orthodox,0.35,0.47,0.0,0.0,0.0,0.33,205.0,
0,1,,2,,,,,1980-07-14,Lee,,,Higgins,,Lee Higgins,,,,3.68,1.02,,0.26,0.4,0.0,0.0,0.0,0.0,155.0,
0,1,,7,,,,,1988-01-13,Anthony,72.0,,Adams,,Anthony Adams,Sugafoot,,77.0,5.6,3.4,Orthodox,0.47,0.44,0.0,0.0,0.0,0.0,185.0,
0,3,1.0,14,,,,,1993-12-14,Ion,73.0,,Cutelaba,,Ion Cutelaba,The Hulk,,75.0,3.16,4.62,Southpaw,0.35,0.48,0.0,0.66,1.95,0.69,205.0,
0,2,1.0,17,,,,,1986-10-09,Blagoy,71.0,,Ivanov,,Blagoy Ivanov,Baga,,73.0,4.5,3.08,Southpaw,0.3,0.56,0.0,0.0,0.0,1.0,250.0,
0,3,,10,,,,,1981-08-22,Ryan,75.0,,Janes,,Ryan Janes,,,76.0,5.53,7.69,Orthodox,0.48,0.59,0.0,1.0,0.35,0.58,185.0,
0,2,,3,,,,,,Jose,69.0,,Palacios,,Jose Palacios,,,,1.0,2.67,Orthodox,0.7,0.79,1.7,0.0,0.0,0.5,145.0,
0,3,,6,,,,,1986-08-12,Pearl,64.0,,Gonzalez,,Pearl Gonzalez,,,68.0,4.07,2.23,Orthodox,0.37,0.57,0.5,0.11,1.04,0.0,115.0,
1,9,,19,,,,,1983-07-20,Ryan,73.0,,Healy,,Ryan Healy,The Irish Assassin,,,3.0,1.67,Orthodox,0.35,0.38,1.0,0.5,3.0,0.4,155.0,
2,8,,10,,,,,1981-06-20,Kengo,69.0,,Ura,,Kengo Ura,Uraken,,,2.38,1.05,,0.37,0.48,1.4,0.28,2.85,0.5,165.0,
0,1,,11,,,,,1987-06-29,Maurice,69.0,,Mitchell,,Maurice Mitchell,The AK Kid,,,3.54,3.8,Orthodox,0.55,0.6,0.0,0.0,0.0,1.0,145.0,
0,5,,15,,,,,1979-11-09,Jae,69.0,,Suk Lim,,Jae Suk Lim,,,,4.05,2.43,Orthodox,0.5,0.37,0.0,1.0,12.16,1.0,170.0,
2,11,,16,,,,,1980-05-31,Akitoshi,69.0,,Tamura,,Akitoshi Tamura,The Ironman,,70.0,1.94,3.73,Orthodox,0.43,0.78,1.0,0.0,0.0,0.2,135.0,
3,14,,15,,,,,1972-11-29,Jean,72.0,,Francois Lenogue,,Jean Francois Lenogue,,,,0.27,1.13,Orthodox,0.34,0.6,0.0,0.0,0.0,0.33,185.0,
0,4,,11,,,,,1994-01-26,Ariane,66.0,,Lipski,,Ariane Lipski,Queen of Violence,,,5.67,3.53,Orthodox,0.34,0.5,0.0,1.0,1.0,0.66,125.0,
3,25,1.0,29,,,,,1969-03-13,Yoshiki,71.0,,Takahashi,,Yoshiki Takahashi,Kazuo,,,6.47,2.26,Southpaw,0.51,0.44,2.3,0.0,0.0,0.66,199.0,
2,11,,19,,,,,1980-06-10,Bendy,65.0,,Casimir,,Bendy Casimir,,,,3.42,0.74,Southpaw,0.27,0.54,0.0,0.0,0.0,1.0,145.0,
0,2,,8,,,,,1986-08-09,CJ,72.0,,Keith,,CJ Keith,,,,1.82,0.86,Orthodox,0.5,0.5,0.0,0.0,0.0,0.62,155.0,
1,7,,23,,,,,1984-06-27,Joe,64.0,,Taimanglo,,Joe Taimanglo,The Juggernaut,,,4.55,4.18,,0.42,0.59,1.4,0.4,5.45,1.0,135.0,
0,2,,13,,,,,1993-08-28,Viviane,61.0,,Pereira,,Viviane Pereira,Sucuri,,63.0,4.48,2.7,Orthodox,0.3,0.58,0.2,1.0,0.25,0.28,115.0,
0,14,,2,,,,,1989-12-11,Idris,72.0,,Wasi,,Idris Wasi,,,,3.53,0.4,,0.31,0.46,0.0,0.0,0.0,0.2,186.0,
0,4,,11,,,,,1990-02-28,Jason,74.0,,Gonzalez,,Jason Gonzalez,Nicoya,,74.0,3.19,2.81,Southpaw,0.39,0.6,1.2,0.0,0.0,0.37,155.0,
1,10,,12,,,,,1980-07-29,Justin,65.0,,Robbins,,Justin Robbins,,,,3.2,0.67,,0.37,0.47,0.0,0.0,0.0,0.0,135.0,
1,4,,12,,,,,1993-09-20,Marvin,72.0,,Vettori,,Marvin Vettori,The Italian Dream,,74.0,2.96,3.41,Southpaw,0.39,0.64,0.9,0.43,1.63,0.73,185.0,
0,5,,13,,,,,,Donnie,69.0,,Liles,,Donnie Liles,,,,1.75,2.25,Orthodox,0.41,0.65,1.2,0.28,2.5,0.0,170.0,
0,6,,2,,,,,1975-04-11,Jan,73.0,,Nortje,,Jan Nortje,The Giant,,,4.5,3.32,Southpaw,0.51,0.32,2.9,0.0,0.0,0.66,310.0,
0,16,,12,,,,,,Bryan,73.0,,Pardoe,,Bryan Pardoe,Pain Inducer,,,4.59,1.11,Orthodox,0.36,0.45,0.0,0.4,4.75,0.33,205.0,
0,4,,8,,,,,1990-03-26,Bobby,72.0,,Nash,,Bobby Nash,Nashty,,74.0,3.95,3.42,Orthodox,0.37,0.51,1.6,0.33,2.37,1.0,170.0,
0,3,,10,,,,,1977-01-25,Joe,,,Duarte,,Joe Duarte,,,,4.0,2.27,,0.38,0.53,1.0,0.5,3.0,0.69,155.0,
0,4,1.0,17,,,,,1987-02-14,Micah,72.0,,Miller,,Micah Miller,Maverick,,,2.15,1.33,Orthodox,0.33,0.54,2.0,0.37,0.98,0.21,145.0,
0,6,,14,,,,,,Marc,69.0,,Stevens,,Marc Stevens,,,,1.79,0.45,,0.26,0.46,0.0,0.0,0.0,0.0,155.0,
0,6,,16,,,,,1991-10-22,Austin,72.0,,Arnett,,Austin Arnett,Golden Boy,,72.0,6.38,4.52,Orthodox,0.41,0.62,0.2,0.18,0.44,0.57,145.0,
0,3,,12,,,,,1987-04-14,Nad,68.0,,Narimani,,Nad Narimani,Smiler,,70.0,2.8,3.8,Orthodox,0.43,0.6,0.0,0.41,2.64,0.75,145.0,
0,3,,9,,,,,1990-02-11,Megan,72.0,,Anderson,,Megan Anderson,,,73.0,3.12,1.81,Orthodox,0.43,0.35,0.0,0.0,0.0,0.5,145.0,
0,2,,6,,,,,1982-06-07,Bruno,68.0,,Carvalho,,Bruno Carvalho,,,,0.93,0.6,,0.45,0.53,4.0,0.0,0.0,0.66,154.0,
0,2,,9,,,,,1984-09-14,Dwight,73.0,,Grant,,Dwight Grant,The Body Snatcher,,76.0,2.1,3.06,Switch,0.39,0.68,0.0,1.0,0.55,0.83,170.0,
1,1,,14,,,,,1986-11-18,John,67.0,,Teixeira,,John Teixeira,Macapa,,,3.2,3.36,Orthodox,0.35,0.63,0.7,0.27,1.0,0.71,145.0,
1,5,,5,,,,,1985-09-15,Kaitlin,69.0,,Young,,Kaitlin Young,,,,6.33,2.83,Orthodox,0.26,0.51,0.0,1.0,2.5,0.0,135.0,
0,2,,15,,,,,1983-07-19,Alan,71.0,,Patrick,,Alan Patrick,Nuguette,,74.0,2.39,1.88,Southpaw,0.43,0.45,0.4,0.4,3.92,0.66,155.0,
0,10,1.0,16,,,,,1984-03-29,Anthony,67.0,,Morrison,,Anthony Morrison,Cheesesteak,,,0.49,1.7,Orthodox,0.33,0.8,0.0,0.0,0.0,0.5,145.0,
0,5,,3,,,,,,Kim,66.0,,In Seok,,Kim In Seok,,,,5.19,0.87,Orthodox,0.37,0.6,0.0,0.0,0.0,0.0,145.0,
0,17,,6,,,,,,Bobby,67.0,,Sanchez,,Bobby Sanchez,The Kid,,,0.0,0.0,Orthodox,0.0,1.0,0.0,0.0,0.0,1.0,155.0,
0,2,,7,,,,,1990-10-04,Karl,73.0,,Roberson,,Karl Roberson,Baby K,,74.0,1.44,3.11,Southpaw,0.61,0.71,1.1,0.75,1.66,0.57,205.0,
1,13,,24,,,,,1980-06-10,Daisuke,67.0,,Nakamura,,Daisuke Nakamura,,,,1.38,0.94,Orthodox,0.3,0.61,3.6,0.4,0.46,0.3,154.0,
0,4,1.0,9,,,,,1990-12-30,Darren,72.0,,Stewart,,Darren Stewart,The Dentist,,74.0,2.67,2.96,Orthodox,0.43,0.53,0.0,0.41,1.84,0.63,185.0,
0,9,1.0,56,,,,,1984-05-20,Alexander,71.0,,Shlemenko,,Alexander Shlemenko,Storm,,,1.71,4.36,,0.6,0.63,0.0,0.0,0.0,0.0,185.0,
0,3,,12,,,,,1988-06-29,Cody,75.0,,East,,Cody East,The Freight Train,,74.0,7.32,4.15,Orthodox,0.43,0.4,0.0,1.0,3.97,0.16,245.0,
1,1,,3,,,,,1967-05-03,Sam,74.0,,Greco,,Sam Greco,,,,1.33,2.4,Orthodox,0.75,0.53,1.0,0.0,0.0,0.25,205.0,
0,1,1.0,4,,,,,1997-08-26,Canaan,72.0,,Kawaihae,,Canaan Kawaihae,,,,5.4,2.33,Southpaw,0.72,0.34,0.0,0.0,0.0,1.0,145.0,
0,1,,8,,,,,1992-06-13,Suman,70.0,,Mokhtarian,,Suman Mokhtarian,,,67.0,10.3,2.24,Orthodox,0.55,0.46,0.0,0.0,0.0,0.0,145.0,
0,5,,6,,,,,1986-10-12,Marcos,73.0,,Mariano,,Marcos Mariano,Dhalsim,,,4.07,0.61,Switch,0.33,0.5,0.0,0.0,0.0,0.0,155.0,
0,1,,11,,,,,1992-02-06,Aleksandar,76.0,,Rakic,,Aleksandar Rakic,,,78.0,1.61,5.31,Orthodox,0.53,0.5,0.0,0.6,1.32,0.88,205.0,
0,3,1.0,10,,,,,1989-11-08,Allen,75.0,,Crowder,,Allen Crowder,Pretty Boy,,76.0,2.81,2.97,Orthodox,0.51,0.58,1.2,0.33,1.86,1.0,245.0,
0,1,,3,,,,,1975-09-11,Johnny,68.0,,Sampaio,,Johnny Sampaio,,,,2.64,1.32,Orthodox,0.4,0.5,9.9,0.5,9.89,0.0,170.0,
0,1,,9,,,,,1988-08-07,Adam,69.0,,Yandiev,,Adam Yandiev,Boroda,,74.0,6.14,0.18,Orthodox,0.08,0.36,0.0,0.0,0.0,0.25,185.0,
0,3,,8,,,,,,Murad,71.0,,Chunkaiev,,Murad Chunkaiev,,,,3.41,0.85,Orthodox,0.16,0.66,0.0,1.0,8.53,0.0,185.0,
4,7,,3,,,,,,Kyosuke,67.0,,Sasaki,,Kyosuke Sasaki,,,,0.93,0.33,Southpaw,0.45,0.46,0.0,0.0,0.0,0.0,183.0,
0,2,,4,,,,,1982-06-22,Hiroshi,,,Izumi,,Hiroshi Izumi,,,,2.65,1.95,Orthodox,0.37,0.66,0.5,0.7,3.35,1.0,205.0,
0,3,2.0,9,,,,,1972-06-25,Yoshihiro,72.0,,Nakao,,Yoshihiro Nakao,Kiss,,,2.06,1.73,Southpaw,0.35,0.64,0.5,0.46,2.69,0.0,220.0,
0,3,,2,,,,,,Matt,65.0,,Ramirez,,Matt Ramirez,The Machine,,,0.67,3.03,,0.5,0.75,0.0,0.16,2.53,1.0,125.0,
1,2,,3,,,,,,Chris,70.0,,Herrera,,Chris Herrera,The Crusher,,,3.35,2.04,,0.37,0.48,0.0,1.0,1.8,1.0,185.0,
0,3,,8,,,,,,Kin,65.0,,Moy,,Kin Moy,Kong,,,1.93,2.3,,0.33,0.62,1.7,0.42,1.67,0.5,135.0,
0,1,,5,,,,,1982-03-14,Marcos,74.0,,Conrado Jr.,,Marcos Conrado Jr.,,,,9.69,1.6,Orthodox,0.34,0.35,0.0,0.14,1.84,0.0,220.0,
4,6,,12,,,,,1981-06-29,Ryo,71.0,,Kawamura,,Ryo Kawamura,,,,3.93,0.6,Orthodox,0.16,0.39,0.0,0.0,0.0,0.06,205.0,
0,2,,10,,,,,1989-02-11,Andrea,66.0,,Lee,,Andrea Lee,KGB,,69.0,3.0,5.57,Orthodox,0.55,0.69,1.0,0.42,1.5,0.72,125.0,
0,2,,14,,,,,1993-05-02,Jarred,63.0,,Brooks,,Jarred Brooks,The Monkey God,,62.0,1.66,2.12,Switch,0.46,0.62,0.6,0.57,4.54,0.69,125.0,
0,4,,1,,,,,,Sarah,64.0,,Payant,,Sarah Payant,Soulja,,,2.06,0.29,,0.16,0.3,0.0,0.0,0.0,0.0,115.0,
0,1,,33,,,,,1994-04-25,Julio,68.0,,Cesar Neves Jr.,,Julio Cesar Neves Jr.,Morceguinho,,,4.81,1.98,,0.35,0.51,0.0,0.25,1.06,0.76,145.0,
0,1,,0,,,,,1970-02-13,Aliev,66.0,,Makhmud,,Aliev Makhmud,,,,2.24,1.12,Southpaw,0.3,0.36,0.0,0.5,2.1,0.0,195.0,
0,13,,12,,,,,,Josh,76.0,,Bennett,,Josh Bennett,,,,5.8,2.9,Orthodox,0.4,0.43,0.0,1.0,1.5,1.0,259.0,
0,7,,12,,,,,,Bobby,73.0,,Cooper,,Bobby Cooper,Super Duper,,,3.4,2.87,,0.25,0.59,1.0,0.0,0.0,0.4,155.0,
0,2,,6,,,,,1989-02-08,Syuri,64.0,,Kondo,,Syuri Kondo,,,66.0,8.31,7.3,Orthodox,0.43,0.62,0.0,0.0,0.0,1.0,115.0,
0,4,,9,,,,,,Mike,69.0,,Campbell,,Mike Campbell,The Beast,,,1.4,1.4,Southpaw,0.26,0.63,0.0,1.0,5.26,0.0,155.0,
0,1,,13,,,,,1991-03-11,Livinha,65.0,,Souza,,Livinha Souza,The Brazilian Gangsta,,63.0,2.2,2.02,Orthodox,0.39,0.63,3.7,0.45,4.59,0.0,115.0,
0,2,,8,,,,,1974-09-03,Alexandru,72.0,,Lungu,,Alexandru Lungu,,,,7.22,3.61,Orthodox,0.66,0.4,0.0,0.0,0.0,0.0,385.0,
0,8,,6,,,,,,Zach,66.0,,Skinner,,Zach Skinner,,,,2.4,0.53,Orthodox,0.5,0.32,1.0,0.27,5.0,1.0,145.0,
0,1,,7,,,,,1985-04-12,Antonio,71.0,,Jones,,Antonio Jones,Doomsday,,,30.0,7.5,Orthodox,0.55,0.42,0.0,0.0,0.0,0.0,185.0,
0,1,,4,,,,,1996-04-09,Mitchell,74.0,,Sipe,,Mitchell Sipe,The Sniper,,,9.98,5.5,Orthodox,0.56,0.46,0.0,0.2,1.53,0.0,245.0,
0,1,,3,,,,,,Scott,76.0,,Graham,,Scott Graham,,,,2.27,0.91,Orthodox,0.42,0.28,0.0,0.0,0.0,0.0,185.0,
0,4,,6,,,,,,Kevin,74.0,,Haley,,Kevin Haley,The North Woods Nightmare,,,0.87,0.87,,0.59,0.64,2.0,1.0,3.0,0.0,205.0,
0,2,,2,,,,,1979-07-18,Crosley,69.0,,Gracie,,Crosley Gracie,,,,1.54,1.69,Orthodox,0.37,0.6,0.6,0.85,3.46,0.5,190.0,
1,6,,15,,,,,1988-12-18,Bojan,72.0,,Velickovic,,Bojan Velickovic,Serbian Steel,,76.0,2.31,2.18,Southpaw,0.34,0.57,0.5,0.25,0.67,0.55,170.0,
1,10,1.0,55,,,,,1973-08-06,Igor,68.0,,Vovchanchyn,,Igor Vovchanchyn,Ice Cold,,,0.97,1.59,Orthodox,0.49,0.63,0.5,0.66,1.19,0.5,205.0,
0,4,,3,,,,,,Nick,,,Sperling,,Nick Sperling,,,,1.4,1.4,,0.25,0.66,0.0,0.0,0.0,0.0,135.0,
4,4,,11,,,,,,Keisuke,66.0,,Fujiwara,,Keisuke Fujiwara,,,,1.2,0.73,Switch,0.44,0.47,2.5,0.0,0.0,0.23,139.0,
0,4,,11,,,,,1988-04-08,Andrew,73.0,,Sanchez,,Andrew Sanchez,El Dirte,,74.0,4.83,4.83,Orthodox,0.48,0.48,0.0,0.37,2.79,1.0,185.0,
0,2,,7,,,,,1991-08-10,Oliver,72.0,,Enkamp,,Oliver Enkamp,The Future,,77.0,3.55,2.38,Switch,0.36,0.37,0.0,0.16,0.87,0.0,170.0,
0,2,,8,,,,,1982-09-17,Hisaki,72.0,,Kato,,Hisaki Kato,,,,1.72,2.8,,0.48,0.68,0.0,1.0,1.62,0.0,185.0,
0,4,,8,,,,,1973-07-25,Seth,74.0,,Kleinbeck,,Seth Kleinbeck,Mass Destruction,,,2.42,2.55,,0.33,0.4,0.0,0.25,0.98,0.9,185.0,
0,14,1.0,16,,,,,1978-12-16,James,77.0,,Thompson,,James Thompson,The Colossus,,,3.19,5.13,Orthodox,0.52,0.41,1.3,0.36,3.14,0.53,265.0,
0,2,,4,,,,,1991-05-24,Emily,65.0,,Whitmire,,Emily Whitmire,Spitfire,,63.0,2.96,3.57,,0.32,0.57,0.8,0.66,1.65,0.75,115.0,
0,5,,12,,,,,,Ido,68.0,,Pariente,,Ido Pariente,,,,2.86,0.0,Orthodox,0.0,0.45,0.0,0.0,0.0,0.0,155.0,
0,11,1.0,18,,,,,1981-05-08,Manvel,65.0,,Gamburyan,,Manvel Gamburyan,The Anvil,,67.0,2.83,2.13,Orthodox,0.41,0.55,0.7,0.34,3.26,0.69,135.0,
0,1,,14,,,,,1986-07-27,Rafael,75.0,,Carvalho,,Rafael Carvalho,,,,1.84,1.94,,0.5,0.54,0.0,0.4,2.77,0.7,185.0,
0,2,,25,,,,,1990-02-17,Anatoly,70.0,,Tokov,,Anatoly Tokov,,,,0.54,3.51,,0.72,0.66,0.0,1.0,2.03,1.0,185.0,
0,3,,0,,,,,,Jack,71.0,,Morrison,,Jack Morrison,,,,19.31,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,205.0,
0,2,,11,,,,,1992-02-22,Rob,75.0,,Wilkinson,,Rob Wilkinson,Razor,,80.0,5.66,2.74,Orthodox,0.5,0.39,0.0,0.25,4.47,0.0,185.0,
0,1,,2,,,,,1994-07-31,Tiffany,63.0,,Masters,,Tiffany Masters,Rainbow Renegade,,65.0,2.58,3.53,Orthodox,0.62,0.5,0.0,0.6,3.06,0.0,115.0,
1,7,,13,,,,,1978-05-29,Nate,72.0,,James,,Nate James,,,,2.67,1.33,,0.42,0.28,0.0,0.0,0.0,0.44,185.0,
0,14,,31,,,,,1980-08-17,Geronimo,75.0,,dos Santos,,Geronimo dos Santos,Mondragon,,,8.73,1.09,Orthodox,0.33,0.41,0.0,0.0,0.0,0.33,264.0,
0,3,,14,,,,,1987-09-03,Rilley,68.0,,Dutro,,Rilley Dutro,The Perfect Storm,,70.0,5.95,4.74,Orthodox,0.54,0.33,0.0,0.0,0.0,0.83,125.0,
1,7,,11,,,,,1983-08-08,Akiyo,68.0,,Nishiura,,Akiyo Nishiura,Wicky Akiyo,,,1.26,1.59,Southpaw,0.57,0.57,0.3,0.0,0.0,0.52,139.0,
0,9,,13,,,,,,Gabe,68.0,,Lemley,,Gabe Lemley,,,,6.03,0.82,Orthodox,0.35,0.45,0.0,0.0,0.0,0.0,155.0,
0,2,,9,,,,,1989-06-18,Kwan,65.0,,Ho Kwak,,Kwan Ho Kwak,,,70.0,3.45,3.29,Switch,0.41,0.47,0.0,1.0,0.78,0.26,135.0,
0,3,,7,,,,,,Daniel,77.0,,Gallemore,,Daniel Gallemore,Big Kansas,,,6.0,3.1,,0.41,0.52,0.0,0.0,0.0,0.0,265.0,
0,5,1.0,14,,,,,1989-11-08,Jordan,66.0,,Espinosa,,Jordan Espinosa,,,71.0,3.22,4.56,Orthodox,0.57,0.54,0.5,0.22,0.96,1.0,125.0,
0,2,,5,,,,,1982-09-29,Andre,67.0,,Galvao,,Andre Galvao,,,,1.56,2.34,Orthodox,0.52,0.58,2.8,0.27,2.02,0.0,168.0,
1,1,,3,,,,,1991-08-17,Richie,69.0,,Smullen,,Richie Smullen,,,68.0,2.26,1.98,Orthodox,0.77,0.65,0.0,0.66,8.49,0.0,155.0,
1,1,1.0,8,,,,,1985-03-31,Yusup,66.0,,Saadulaev,,Yusup Saadulaev,Maestro,,,0.96,0.57,,0.45,0.66,1.0,0.6,5.73,0.0,135.0,
0,1,,9,,,,,1994-04-06,Benito,70.0,,Lopez,,Benito Lopez,Golden Boy,,73.0,5.04,4.89,Switch,0.45,0.59,0.5,0.0,0.0,0.78,135.0,
0,5,,8,,,,,,Josh,70.0,,LaBerge,,Josh LaBerge,,,,5.33,2.53,,0.36,0.44,0.0,0.0,0.0,0.71,145.0,
0,6,,10,,,,,,Blair,72.0,,Tugman,,Blair Tugman,,,,0.93,2.25,,0.53,0.5,0.0,0.6,7.5,0.0,135.0,
