D,L,NC,W,dob,fname,height,lname,name,nick,reach,sapm,slpm,stance,str. acc,str. def,sub. avg,td acc,td avg,td def,weight
7,9,,17,,Tomoya,67.0,Miyashita,Tomoya Miyashita,,,0.93,1.67,Southpaw,0.65,0.33,2.0,0.8,4.0,0.0,139.0
1,5,,16,1979-03-23,Eddie,67.0,Yagin,Eddie Yagin,The Filipino Phenom,,5.77,3.13,Orthodox,0.3,0.42,1.0,0.0,0.0,0.62,145.0
1,1,,1,,Devin,,Johnson,Devin Johnson,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,1,1.0,22,1979-03-20,Daniel,71.0,Cormier,Daniel Cormier,DC,72.0,2.46,3.84,Orthodox,0.49,0.58,0.5,0.45,2.04,0.78,235.0
0,2,,9,1988-01-25,Dashon,67.0,Johnson,Dashon Johnson,Flyboy,70.0,3.83,1.01,Orthodox,0.69,0.35,0.8,0.33,0.85,0.63,145.0
0,5,,23,1983-06-07,Ryan,74.0,Bader,Ryan Bader,Darth,74.0,1.39,2.82,Orthodox,0.43,0.71,0.4,0.44,3.37,0.8,205.0
0,6,,18,1983-05-19,John,69.0,Maguire,John Maguire,The One,69.0,2.44,1.41,Southpaw,0.41,0.65,1.1,0.46,2.8,0.77,155.0
0,3,,20,1991-02-27,Sean,73.0,Strickland,Sean Strickland,Tarzan,76.0,3.62,4.34,Orthodox,0.35,0.64,0.5,0.57,1.37,0.81,170.0
0,5,,22,1977-07-12,Soa,76.0,Palelei,Soa Palelei,The Hulk,81.0,2.68,2.47,Orthodox,0.57,0.48,0.0,0.47,2.2,0.66,265.0
0,23,,33,1983-09-09,Harris,69.0,Sarmiento,Harris Sarmiento,The Hitman,,3.46,0.84,Orthodox,0.25,0.36,0.0,0.6,2.36,0.57,155.0
2,5,,10,1976-02-18,Justin,73.0,McCully,Justin McCully,The Insane One,73.0,2.02,1.58,Orthodox,0.37,0.46,0.0,0.44,1.28,0.43,225.0
0,4,,6,,Aji,70.0,Susilo,Aji Susilo,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,3,,1,,Chris,,Barnhizer,Chris Barnhizer,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,1,,0,1968-08-24,James,69.0,Toney,James Toney,Lights Out,,2.41,0.0,Orthodox,0.0,0.27,0.0,0.0,0.0,0.0,220.0
0,3,,9,1985-07-10,Brock,71.0,Jardine,Brock Jardine,The Machine,73.0,3.34,1.06,Orthodox,0.3,0.56,0.8,0.0,0.0,0.14,170.0
1,8,,18,1981-12-18,Evan,70.0,Dunham,Evan Dunham,,70.0,3.54,5.35,Southpaw,0.39,0.61,1.0,0.33,1.83,0.8,155.0
0,1,,0,1973-08-07,Jason,72.0,Suttie,Jason Suttie,Nobunaga,,4.97,2.07,Orthodox,0.83,0.36,0.0,0.0,0.0,0.0,210.0
0,7,,12,1974-10-31,Charlie,63.0,Valencia,Charlie Valencia,,64.0,2.61,2.58,Orthodox,0.37,0.77,0.5,0.53,1.4,0.75,135.0
0,2,,1,,Stephanie,66.0,Webber,Stephanie Webber,,,3.85,0.91,,0.8,0.15,0.0,0.4,6.79,0.0,135.0
0,9,,18,1980-09-07,David,70.0,Hulett,David Hulett,Hollywood,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,6,,14,1985-11-29,Max,71.0,Griffin,Max Griffin,Pain,76.0,3.81,4.28,Orthodox,0.5,0.5,0.2,0.37,0.61,0.6,170.0
1,1,,10,1988-03-09,Drakkar,69.0,Klose,Drakkar Klose,,70.0,3.33,3.45,Orthodox,0.5,0.56,0.0,0.3,1.6,0.7,155.0
0,4,,4,1972-03-03,Marc,,Cofer,Marc Cofer,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,4,1993-06-11,Luana,67.0,Carolina,Luana Carolina,Dread,69.0,3.07,5.67,Orthodox,0.55,0.36,1.0,0.0,0.0,1.0,135.0
0,5,2.0,11,1980-10-31,Waylon,67.0,Lowe,Waylon Lowe,,,2.4,1.88,Southpaw,0.55,0.53,0.3,0.55,4.47,0.83,145.0
0,12,,23,1983-03-01,John,67.0,Howard,John Howard,Doomsday,71.0,3.08,2.15,Orthodox,0.5,0.51,0.4,0.49,2.7,0.53,170.0
0,7,2.0,25,1980-02-13,Anthony,69.0,Lapsley,Anthony Lapsley,The Recipe,71.0,0.58,0.53,Southpaw,0.34,0.66,0.0,0.0,0.0,0.2,170.0
0,2,,9,1987-09-06,Justin,71.0,Jones,Justin Jones,Lazybones,78.0,3.17,1.7,Orthodox,0.36,0.45,0.5,0.15,1.0,0.46,185.0
0,2,,1,,Masanori,68.0,Tonooka,Masanori Tonooka,,,1.09,0.16,Orthodox,0.05,0.36,0.0,0.0,0.0,0.0,185.0
0,10,,9,1985-06-12,Nicdali,63.0,Rivera-Calanoc,Nicdali Rivera-Calanoc,The Night Queen,,2.42,1.82,,0.2,0.78,0.0,0.0,0.0,0.0,105.0
7,27,1.0,50,1972-05-03,Shonie,70.0,Carter,Shonie Carter,Mr. International,,2.32,1.62,Southpaw,0.36,0.47,0.0,0.66,0.75,0.75,170.0
0,5,,10,1984-08-28,Jon,71.0,Tuck,Jon Tuck,Super Saiyan,73.0,3.74,3.0,Orthodox,0.4,0.6,1.0,0.33,0.42,0.5,155.0
0,5,,17,1979-10-26,Alejandro,67.0,Villalobos,Alejandro Villalobos,,,4.07,3.93,,0.46,0.67,0.0,0.5,1.0,0.0,145.0
0,10,,17,1981-04-19,Antonio,75.0,Mendes,Antonio Mendes,Samurai,77.0,6.85,1.34,Southpaw,0.47,0.22,0.0,0.5,2.51,1.0,205.0
0,4,,2,,Blake,74.0,Bowman,Blake Bowman,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,8,,13,1971-01-11,Ivan,72.0,Salaverry,Ivan Salaverry,,,1.19,3.01,Orthodox,0.47,0.76,2.5,0.18,0.49,0.36,185.0
1,7,1.0,29,1979-01-09,Jake,72.0,Shields,Jake Shields,,72.0,1.8,2.45,Orthodox,0.36,0.56,1.2,0.29,2.83,0.35,170.0
0,11,,22,1981-01-22,Luigi,68.0,Fioravanti,Luigi Fioravanti,,70.0,2.21,2.23,Orthodox,0.42,0.69,0.9,0.63,3.76,0.67,170.0
0,5,,4,1970-11-20,Lance,69.0,Gibson,Lance Gibson,Fearless,,6.44,1.21,Orthodox,0.75,0.2,0.0,0.0,0.0,0.0,185.0
0,1,,0,,Sergey,69.0,Ignatov,Sergey Ignatov,,,3.25,0.35,Orthodox,0.5,0.42,0.0,0.0,0.0,0.0,210.0
2,7,,20,1972-04-19,Dokonjonosuke,67.0,Mishima,Dokonjonosuke Mishima,,,1.22,1.06,Southpaw,0.41,0.52,1.4,0.4,2.47,0.25,155.0
0,2,,18,1995-10-17,Raulian,68.0,Paiva,Raulian Paiva,,69.0,5.43,4.93,Orthodox,0.44,0.49,0.5,0.2,0.5,0.82,125.0
1,1,,3,,Rick,69.0,Davis,Rick Davis,The Flying Squirrel,,6.19,3.09,Orthodox,0.5,0.64,0.0,0.0,0.0,0.0,155.0
0,0,,7,,Azamat,71.0,Murzakanov,Azamat Murzakanov,The Professional,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,0,,11,1989-07-06,Dmitry,75.0,Sosnovskiy,Dmitry Sosnovskiy,Wicked Machine,77.0,2.53,2.95,Orthodox,0.7,0.35,3.2,0.66,3.16,1.0,240.0
0,4,,9,1985-05-03,Kevin,64.0,Gray,Kevin Gray,Pocket Herc,67.0,4.48,3.45,Orthodox,0.62,0.66,0.0,0.0,0.0,0.0,125.0
0,5,,6,1984-07-30,Shane,75.0,Primm,Shane Primm,,,2.25,0.83,Orthodox,0.26,0.62,0.0,0.2,1.78,0.0,205.0
3,5,,16,1977-10-17,Joe,72.0,Slick,Joe Slick,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,199.0
0,2,,18,1991-02-03,Damir,70.0,Ismagulov,Damir Ismagulov,,,1.6,3.27,Orthodox,0.47,0.69,0.0,0.45,2.5,0.0,155.0
1,3,,27,1986-08-13,Demetrious,63.0,Johnson,Demetrious Johnson,Mighty Mouse,66.0,1.66,3.43,Orthodox,0.54,0.67,0.5,0.56,3.35,0.65,125.0
1,13,2.0,22,1979-08-04,Wes,82.0,Sims,Wes Sims,The Project,,2.95,0.98,Orthodox,0.51,0.37,2.3,0.0,0.0,0.4,260.0
0,2,,6,,Nik,,Theotikos,Nik Theotikos,,,5.48,0.0,Orthodox,0.0,0.19,4.8,0.0,0.0,0.0,185.0
0,2,,11,1977-11-14,Jeremiah,69.0,Billington,Jeremiah Billington,,,7.06,1.6,Orthodox,0.62,0.35,0.0,0.0,0.0,0.5,205.0
0,2,,8,1986-06-03,Greg,71.0,Soto,Greg Soto,,73.0,2.61,3.21,Orthodox,0.63,0.52,1.0,0.27,1.49,0.44,170.0
0,15,,7,,Maurice,67.0,Eazel,Maurice Eazel,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,5,,6,,Chad,72.0,Vance,Chad Vance,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,3,,Casey,75.0,Huffman,Casey Huffman,Hellbent,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
2,12,,32,1979-01-05,John,69.0,Gunderson,John Gunderson,Quick Guns,69.0,1.71,1.04,Orthodox,0.27,0.58,2.0,0.33,1.67,0.11,155.0
0,5,,9,1988-04-10,James,70.0,Moontasri,James Moontasri,Moon Walker,71.0,3.86,2.39,Switch,0.48,0.4,0.2,0.0,0.0,0.79,170.0
0,3,,11,1987-04-21,Eryk,73.0,Anders,Eryk Anders,Ya Boi,75.0,3.89,3.12,Southpaw,0.5,0.49,0.2,0.41,2.05,0.66,205.0
0,2,,5,,Steve,67.0,Ramirez,Steve Ramirez,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0
0,6,,14,1979-12-03,Seth,72.0,Petruzelli,Seth Petruzelli,The Silverback,76.0,2.08,2.17,Orthodox,0.41,0.55,2.3,0.5,0.46,0.47,205.0
0,1,,6,1993-07-05,Luis,75.0,Pena,Luis Pena,Violent Bob Ross,76.0,2.74,2.48,Southpaw,0.37,0.52,0.5,0.23,1.34,0.46,145.0
0,2,,7,,Mario,72.0,Soto,Mario Soto,Dr. Mario,,5.23,1.43,,0.23,0.42,0.0,0.0,0.0,0.0,145.0
1,5,1.0,24,1985-06-11,Dmitry,75.0,Poberezhets,Dmitry Poberezhets,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,237.0
0,2,,5,1990-07-17,Michael,71.0,Byrnes,Michael Byrnes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,5,1.0,5,1977-09-25,Kenneth,69.0,Alexander,Kenneth Alexander,The Machine,,2.2,0.88,Orthodox,0.19,0.66,0.0,0.26,4.71,0.0,155.0
0,3,1.0,3,,Ian,68.0,Butler,Ian Butler,,,6.69,2.09,,0.14,0.36,0.0,0.0,0.0,0.5,155.0
0,8,1.0,15,1983-09-18,Abel,68.0,Trujillo,Abel Trujillo,Killa,70.0,2.31,2.65,Orthodox,0.41,0.59,0.4,0.45,2.18,0.4,155.0
0,3,,5,1988-11-28,Patrick,71.0,Walsh,Patrick Walsh,The Beast of the East,71.0,2.83,2.03,,0.19,0.64,1.5,0.54,3.0,1.0,185.0
0,9,,22,1980-03-17,Fabio,73.0,Maldonado,Fabio Maldonado,Caipira de Aco,75.0,4.31,5.29,Orthodox,0.58,0.53,0.6,0.57,0.44,0.61,205.0
0,2,,6,1980-12-30,Ryan,,Larson,Ryan Larson,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,4,,3,,Marlon,,Sims,Marlon Sims,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,8,,7,,Gerric,70.0,Hayes,Gerric Hayes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,2,,11,1996-03-01,Sage,72.0,Northcutt,Sage Northcutt,Super,71.0,1.96,3.58,Orthodox,0.52,0.58,0.6,0.34,1.81,0.41,170.0
0,5,,10,1977-06-16,Rich,70.0,Attonito,Rich Attonito,The Raging Bull,72.0,2.13,2.28,Orthodox,0.47,0.59,0.0,0.37,0.74,0.75,170.0
0,6,,14,1985-08-13,Jonathan,72.0,Brookins,Jonathan Brookins,,73.0,3.63,2.69,Southpaw,0.39,0.56,0.3,0.17,1.94,0.8,145.0
0,1,,12,1993-02-11,Petr,67.0,Yan,Petr Yan,No Mercy,67.0,2.92,6.46,Switch,0.51,0.68,0.3,0.5,1.73,0.83,135.0
0,4,1.0,8,1980-11-03,Mackens,69.0,Semerzier,Mackens Semerzier,Da Menace,72.0,3.48,2.91,Orthodox,0.45,0.46,2.1,0.5,2.14,0.5,145.0
0,5,,19,1974-01-16,Israel,68.0,Giron,Israel Giron,El Rojo,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,4,,5,1983-06-17,Wayne,,Phillips,Wayne Phillips,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,6,,AJ,71.0,Matthews,AJ Matthews,,,4.96,5.11,,0.52,0.51,0.0,0.0,0.0,1.0,185.0
1,10,,16,1977-06-10,Hiroyuki,66.0,Takaya,Hiroyuki Takaya,Streetfight Bancho,,3.16,3.18,Orthodox,0.33,0.6,0.0,0.45,0.9,0.66,139.0
0,7,,11,1979-07-14,Shane,70.0,Roller,Shane Roller,,72.0,2.65,2.04,Orthodox,0.34,0.6,1.9,0.33,2.46,0.42,155.0
0,6,,15,1987-07-14,Alex,69.0,Garcia,Alex Garcia,The Dominican Nightmare,72.0,3.03,1.81,Orthodox,0.31,0.59,0.1,0.52,3.72,0.66,170.0
0,3,,25,1984-02-12,Tony,71.0,Ferguson,Tony Ferguson,El Cucuy,76.0,3.55,5.51,Orthodox,0.44,0.63,1.5,0.42,0.6,0.76,155.0
0,3,,7,1982-05-28,Brian,68.0,Melancon,Brian Melancon,,72.0,3.64,4.18,Orthodox,0.49,0.64,0.0,1.0,2.02,0.66,170.0
0,6,,8,,Fabio,65.0,Mello,Fabio Mello,,,3.94,0.86,Southpaw,0.35,0.5,0.0,0.0,0.0,0.0,155.0
0,1,,5,1995-11-15,Nadia,65.0,Kassem,Nadia Kassem,187,66.0,2.92,2.52,Southpaw,0.5,0.37,4.0,0.0,0.0,0.4,125.0
0,5,1.0,14,,Alejandro,67.0,Garcia,Alejandro Garcia,Alex,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,1,,8,1996-01-16,Luigi,68.0,Vendramini,Luigi Vendramini,The Italian Stallion,,2.37,0.63,Orthodox,0.23,0.53,2.4,0.0,0.0,0.0,170.0
0,3,,2,,Jordan,,Dowdy,Jordan Dowdy,,,2.63,2.11,,0.44,0.5,0.0,0.0,0.0,0.0,170.0
1,16,2.0,26,1969-07-14,Kazushi,72.0,Sakuraba,Kazushi Sakuraba,The Gracie Hunter,,2.03,1.26,Southpaw,0.41,0.51,1.7,0.31,1.26,0.48,185.0
0,4,,17,1981-08-02,Aleksander,78.0,Emelianenko,Aleksander Emelianenko,,,1.7,2.75,Orthodox,0.41,0.65,0.9,0.72,2.32,0.66,255.0
1,7,,13,,Ryan,68.0,Quinn,Ryan Quinn,,,1.67,2.31,,0.41,0.48,1.9,0.0,0.0,0.0,145.0
0,14,,31,1988-07-26,Anthony,76.0,Smith,Anthony Smith,Lionheart,76.0,4.31,3.09,Orthodox,0.47,0.43,0.8,0.28,0.46,0.5,205.0
1,4,,13,1977-10-02,Takayo,64.0,Hashi,Takayo Hashi,,,6.56,2.84,Orthodox,0.26,0.61,0.0,0.0,0.0,0.0,135.0
0,0,,14,1994-07-16,Manny,70.0,Bermudez,Manny Bermudez,The Bermudez Triangle,71.0,2.57,1.88,Orthodox,0.51,0.58,7.7,0.33,2.57,0.0,135.0
0,0,,20,1984-05-02,Aleksei,68.0,Kunchenko,Aleksei Kunchenko,,70.0,2.2,3.87,Orthodox,0.41,0.71,0.0,0.5,0.5,1.0,170.0
0,2,,15,1994-03-02,Joel,75.0,Alvarez,Joel Alvarez,El Fenomeno,77.0,4.27,2.53,Orthodox,0.29,0.57,0.0,0.0,0.0,0.0,155.0
0,3,,12,,Lee,67.0,Gibson,Lee Gibson,Lethal,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
1,4,,36,1973-08-05,Sean,66.0,Sherk,Sean Sherk,The Muscle Shark,67.0,2.71,2.17,Orthodox,0.35,0.55,0.4,0.46,4.09,0.56,155.0
1,1,,11,1990-01-24,Oskar,72.0,Piechota,Oskar Piechota,Imadlo,76.0,2.83,3.58,Southpaw,0.57,0.58,2.8,0.5,1.12,0.25,185.0
0,3,,2,1990-11-30,Ivan,69.0,Cole,Ivan Cole,JP,,4.69,2.68,,0.36,0.46,0.0,0.0,0.0,0.0,135.0
1,5,,22,1986-12-22,Norman,71.0,Parke,Norman Parke,Stormin',70.0,2.88,3.06,,0.35,0.64,0.0,0.26,1.98,0.77,155.0
0,4,,17,1985-11-09,Marcin,75.0,Tybura,Marcin Tybura,Tybur,78.0,2.99,3.6,Orthodox,0.52,0.52,0.1,0.61,1.61,0.79,249.0
0,5,,15,1984-02-14,Kenny,70.0,Robertson,Kenny Robertson,,74.0,3.02,3.72,Orthodox,0.47,0.52,0.8,0.26,1.37,0.57,170.0
0,0,,0,,Haven,,Torres,Haven Torres,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0
0,1,,3,,John,76.0,Paul Elias,John Paul Elias,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,6,,27,1982-07-19,Raphael,65.0,Assuncao,Raphael Assuncao,,66.0,2.24,3.34,Orthodox,0.4,0.7,0.3,0.36,1.38,0.79,135.0
1,4,,5,1983-09-03,Thomas,73.0,Diagne,Thomas Diagne,,,4.53,4.53,,0.48,0.63,0.0,1.0,2.0,0.66,154.0
0,6,,19,1990-06-25,Andre,71.0,Fili,Andre Fili,Touchy,74.0,3.87,4.03,Orthodox,0.37,0.53,0.2,0.46,2.5,0.69,145.0
0,4,1.0,8,1986-08-22,Diego,74.0,Henrique da Silva,Diego Henrique da Silva,Gaucho,,3.27,2.53,Orthodox,0.57,0.3,0.0,0.0,0.0,0.63,185.0
2,14,,30,1968-01-01,Guy,73.0,Mezger,Guy Mezger,,,1.36,2.3,Orthodox,0.32,0.72,0.0,0.5,0.39,0.88,200.0
0,4,,13,1993-07-31,Shane,68.0,Young,Shane Young,Sugar,72.0,5.09,6.1,Orthodox,0.4,0.57,0.0,0.25,0.76,0.64,145.0
0,5,,7,1985-04-06,Marcus,64.0,Brimage,Marcus Brimage,The Bama Beast,71.0,3.64,3.97,Southpaw,0.35,0.56,0.0,1.0,0.56,0.8,135.0
0,3,,22,1989-06-29,Jimmie,64.0,Rivera,Jimmie Rivera,El Terror,68.0,3.9,3.98,Orthodox,0.4,0.59,0.0,0.27,0.81,1.0,135.0
0,4,,0,1965-02-02,Yuhi,71.0,Sano,Yuhi Sano,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,243.0
2,12,,15,1973-04-20,Yoko,68.0,Takahashi,Yoko Takahashi,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,150.0
0,3,,0,,Rudyard,70.0,Moncayo,Rudyard Moncayo,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,195.0
0,1,,2,,Dewey,,Cooper,Dewey Cooper,The Black Cobra,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
1,5,,18,1975-07-07,Jason,71.0,Brilz,Jason Brilz,Hitman,71.0,1.78,2.66,Orthodox,0.4,0.65,1.3,0.25,2.37,0.25,205.0
0,3,,1,1983-10-18,Greg,73.0,Nagy,Greg Nagy,,,2.69,0.41,Orthodox,0.5,0.37,1.2,0.0,0.0,0.0,210.0
0,5,,0,,Keith,68.0,Mielke,Keith Mielke,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,2,,2,1992-07-09,John,68.0,Donaldson,John Donaldson,J.T.,,4.22,1.21,,0.23,0.51,0.0,0.0,0.0,0.0,145.0
1,12,,14,1975-08-01,Jason,72.0,Von Flue,Jason Von Flue,Live Wire,,3.23,1.89,Orthodox,0.36,0.52,1.5,0.16,0.62,0.58,170.0
0,0,,3,,Jamie,,Houston,Jamie Houston,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,4,,Roberta,68.0,Rovel,Roberta Rovel,Crusher,,3.0,0.87,,0.46,0.26,0.0,0.0,0.0,1.0,145.0
0,7,,22,1982-07-17,Marcus,69.0,LeVesseur,Marcus LeVesseur,The Prospect,70.0,3.7,2.55,Southpaw,0.64,0.37,0.6,0.36,3.89,0.83,155.0
0,4,,5,1980-08-04,Darryl,69.0,Cobb,Darryl Cobb,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,7,1982-04-16,Gina,68.0,Carano,Gina Carano,Conviction,,2.66,4.5,Orthodox,0.47,0.64,1.6,0.66,1.24,0.85,145.0
0,2,,4,,Hunter,,Worsham,Hunter Worsham,The Future,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
2,15,2.0,34,1977-09-17,Denis,71.0,Kang,Denis Kang,,77.0,1.65,2.27,Orthodox,0.35,0.67,1.2,0.65,2.51,0.38,185.0
0,4,1.0,12,1982-10-21,Johnny,72.0,Rees,Johnny Rees,The Hater Hurter,,0.84,3.29,Orthodox,0.64,0.47,0.0,0.25,1.15,0.5,170.0
0,3,,7,1978-09-04,Roman,70.0,Mitichyan,Roman Mitichyan,,,2.7,0.26,Orthodox,0.16,0.43,1.9,1.0,1.93,0.25,170.0
0,6,,17,,Carina,64.0,Damm,Carina Damm,Beauty But the Beast,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
1,7,,12,,Nick,70.0,Piedmont,Nick Piedmont,No Limit,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
1,17,,23,1976-07-03,Brendan,72.0,Seguin,Brendan Seguin,,,0.6,2.6,,0.45,0.84,0.0,0.62,5.0,1.0,185.0
0,4,,12,,Michael,72.0,Patt,Michael Patt,,,5.53,1.65,Orthodox,0.28,0.55,0.0,0.0,0.0,0.0,205.0
0,2,,7,1993-08-13,Joe,71.0,Gigliotti,Joe Gigliotti,Capo,69.0,2.92,1.04,Orthodox,0.39,0.45,0.8,1.0,1.56,0.5,185.0
0,5,,13,1986-11-21,Dan,72.0,Moret,Dan Moret,The Hitman,73.0,3.81,2.95,Southpaw,0.42,0.45,0.0,0.11,0.71,0.2,155.0
0,2,,2,,Akihito,,Tanaka,Akihito Tanaka,Kinniku Mantaro,,2.05,0.19,Southpaw,0.5,0.38,0.0,0.66,5.59,0.0,
0,8,,19,1976-06-17,Kuniyoshi,70.0,Hironaka,Kuniyoshi Hironaka,,70.0,3.01,1.98,Orthodox,0.4,0.54,0.6,0.3,1.91,0.25,168.0
2,2,,8,1989-10-18,Ji,67.0,Yeon Kim,Ji Yeon Kim,Firefist,72.0,4.78,3.9,Orthodox,0.31,0.57,0.0,0.0,0.0,0.33,125.0
0,3,,2,,Brady,72.0,Fink,Brady Fink,,,1.69,1.69,Orthodox,0.41,0.61,3.6,0.25,3.63,0.0,183.0
0,9,,13,,Chris,69.0,Liguori,Chris Liguori,,,1.44,0.29,Orthodox,0.33,0.0,0.0,0.0,0.0,0.5,185.0
0,5,,27,1988-08-08,Mairbek,69.0,Taisumov,Mairbek Taisumov,Beckan,73.0,2.02,2.88,Orthodox,0.41,0.63,0.0,0.77,1.66,0.87,155.0
0,8,,23,1989-12-19,Jack,72.0,Marshman,Jack Marshman,The Hammer,73.0,3.4,2.69,Orthodox,0.28,0.58,0.0,0.0,0.0,0.22,185.0
0,3,,3,,Casey,,Ryan,Casey Ryan,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,8,1987-08-04,Jonathan,75.0,Meunier,Jonathan Meunier,The French Spider,75.0,1.43,3.47,Switch,0.5,0.69,0.0,0.33,0.58,0.58,170.0
0,2,,2,,Sam,,Watford,Sam Watford,,,0.73,0.13,,0.18,0.62,1.0,0.4,2.0,0.6,155.0
0,4,,11,1984-03-16,Jared,71.0,Cannonier,Jared Cannonier,The Killa Gorilla,77.0,2.83,3.63,Switch,0.5,0.67,0.0,0.33,0.21,0.44,185.0
0,2,,8,1986-03-11,Tommy,69.0,Hayden,Tommy Hayden,Wild Card,72.0,2.05,1.48,Southpaw,0.27,0.55,0.0,0.33,3.42,0.66,145.0
0,5,,14,1986-11-05,Tamdan,76.0,McCrory,Tamdan McCrory,The Barncat,78.0,1.6,2.07,Switch,0.49,0.46,2.5,0.5,2.28,0.33,185.0
0,3,,10,1987-05-12,Austin,68.0,Springer,Austin Springer,,71.0,2.68,3.46,Orthodox,0.63,0.41,1.1,0.44,4.24,1.0,145.0
5,18,,31,1974-08-18,Chris,71.0,Lytle,Chris Lytle,Lights Out,68.0,3.03,3.76,Orthodox,0.45,0.58,2.4,0.55,0.7,0.55,170.0
0,3,1.0,8,1987-07-03,Adam,75.0,Milstead,Adam Milstead,The Prototype,76.0,4.79,3.85,Orthodox,0.46,0.43,0.0,0.0,0.0,0.64,205.0
0,2,,11,1991-08-06,Dan,67.0,Ige,Dan Ige,Dynamite,71.0,3.36,3.96,Orthodox,0.46,0.59,1.3,0.35,3.3,0.6,145.0
0,1,,1,,Scott,72.0,Baker,Scott Baker,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,210.0
0,10,,18,1983-04-15,Tae,69.0,Hyun Bang,Tae Hyun Bang,The Korean Cowboy,71.0,2.07,2.72,Switch,0.38,0.66,0.5,0.33,0.49,0.57,155.0
0,1,,2,,Ronald,,Carillo,Ronald Carillo,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0
1,7,1.0,5,,Isaiah,70.0,Hill,Isaiah Hill,,,0.97,4.84,,0.5,0.8,14.5,0.0,0.0,0.66,155.0
0,5,1.0,18,1986-09-03,Lorenz,71.0,Larkin,Lorenz Larkin,The Monsoon,72.0,2.74,3.53,Orthodox,0.46,0.63,0.1,0.42,0.27,0.79,170.0
1,9,1.0,25,1976-05-11,Melvin,69.0,Manhoef,Melvin Manhoef,Marvelous,,2.64,3.52,Orthodox,0.48,0.51,0.0,0.25,0.33,0.78,185.0
0,6,,13,1974-05-10,Yoshiyuki,71.0,Yoshida,Yoshiyuki Yoshida,Zenko,70.0,3.67,0.85,Southpaw,0.36,0.36,2.8,0.28,1.41,0.25,170.0
0,5,,11,1978-05-09,Antwain,73.0,Britt,Antwain Britt,The Juggernaut,77.0,2.81,1.46,,0.39,0.44,0.0,0.4,1.56,0.5,205.0
0,6,,13,1982-11-01,Mike,74.0,Massenzio,Mike Massenzio,The Master of Disaster,73.0,3.59,2.08,Southpaw,0.45,0.54,1.4,0.24,2.74,0.5,185.0
10,9,1.0,28,1985-01-31,Shunichi,65.0,Shimizu,Shunichi Shimizu,Rolling Star,66.0,4.68,0.14,Orthodox,0.33,0.3,0.0,0.0,0.0,0.0,135.0
0,9,,15,1984-07-31,Uriah,72.0,Hall,Uriah Hall,Prime Time,79.0,3.82,3.43,Orthodox,0.51,0.52,0.2,0.38,0.84,0.71,185.0
